"","ga_pais","ga_estado","ga_cidade","player","device","canal","programa","qualidade","mes"
"26525","Brazil","State of Parana","Curitiba","ios","desktop","Canal Brasil OTT","Canal Brasil Ao Vivo",4783000,202012
"26571","Brazil","State of Rondonia","Porto Velho","ios","desktop","Globoplay OTT","The Big Bang Theory",2088001,202012
"26630","Brazil","State of Sao Paulo","Mogi das Cruzes","ios","desktop","Rede Globo","A Força do Querer",518000,202012
"26799","Brazil","State of Sao Paulo","Itapetininga","ios","desktop","Globoplay OTT","Hospital New Amsterdam",2087001,202012
"26881","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","Verdades Secretas",1197000,202012
"26883","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","A Força do Querer",5201000,202012
"26927","Brazil","State of Minas Gerais","Juiz de Fora","ios","desktop","Rede Globo","Cinema",2089000,202012
"27068","Brazil","State of Mato Grosso","Cuiaba","ios","desktop","GloboNews OTT","GloboNews Ao Vivo",886000,202012
"27484","Brazil","State of Sao Paulo","Tatui","ios","desktop","Globoplay OTT","Modern Family",4788000,202012
"27527","Brazil","State of Pernambuco","Recife","ios","desktop","GNT OTT","Decora",3356000,202012
"27731","Brazil","Federal District","Brasilia","ios","desktop","Globoplay OTT","Chicago Fire",4780000,202012
"27761","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","Tapas e Beijos",512000,202012
"27785","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Globoplay OTT","Hospital New Amsterdam",1220001,202012
"27819","Brazil","State of Sao Paulo","Hortolandia","ios","desktop","Rede Globo","Globoplay Ao Vivo",176000,202012
"27883","Brazil","State of Rondonia","Porto Velho","ios","desktop","Globoplay OTT","The Big Bang Theory",1220001,202012
"27992","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Globoplay OTT","The Good Doctor - O Bom Doutor",4785000,202012
"28001","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","Vale Tudo",1191000,202012
"28060","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","Desalma",4929000,202012
"28138","Brazil","State of Sao Paulo","Pompeia","ios","desktop","Globoplay OTT","Hospital New Amsterdam",4785000,202012
"28158","Brazil","Federal District","Brasilia","ios","desktop","Rede Globo","Cinema",3165000,202012
"28216","Brazil","State of Para","(not set)","ios","desktop","Rede Globo","Encontro com Fátima Bernardes",3523000,202012
"28217","Brazil","State of Para","(not set)","ios","desktop","Rede Globo","Encontro com Fátima Bernardes",2362000,202012
"28225","Brazil","State of Minas Gerais","Juiz de Fora","ios","desktop","Rede Globo","Cinema",1221000,202012
"28337","Brazil","State of Rio de Janeiro","Itaborai","ios","desktop","Rede Globo","Globoplay Ao Vivo",655000,202012
"28350","Brazil","State of Mato Grosso","Cuiaba","ios","desktop","GloboNews OTT","GloboNews Ao Vivo",4783000,202012
"28495","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","A Força do Querer",1192000,202012
"28728","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Globoplay OTT","Todo Mundo Odeia o Chris",4715588,202012
"29013","Brazil","State of Sao Paulo","Sao Jose do Rio Preto","ios","desktop","Globoplay OTT","H2O Meninas Sereias",4786000,202012
"29092","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Globoplay OTT","Hospital New Amsterdam",4781001,202012
"29177","Brazil","State of Rondonia","Porto Velho","ios","desktop","Globoplay OTT","The Big Bang Theory",3163002,202012
"29363","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Globoplay OTT","Doctor Who",3166000,202012
"29371","Brazil","Federal District","Brasilia","ios","desktop","Globoplay OTT","The Affair - Infidelidade",1221000,202012
"29372","Brazil","Federal District","Brasilia","ios","desktop","Globoplay OTT","The Affair - Infidelidade",3165000,202012
"29373","Brazil","Federal District","Brasilia","ios","desktop","Globoplay OTT","The Affair - Infidelidade",3166000,202012
"29374","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","Desalma",3203000,202012
"29404","Brazil","State of Sao Paulo","Itapetininga","ios","desktop","Globoplay OTT","Hospital New Amsterdam",3163001,202012
"29405","Brazil","State of Sao Paulo","Itapetininga","ios","desktop","Globoplay OTT","Hospital New Amsterdam",4785000,202012
"29406","Brazil","State of Sao Paulo","Itapetininga","ios","desktop","Globoplay OTT","Hospital New Amsterdam",4780000,202012
"29452","Brazil","Federal District","Brasilia","ios","desktop","Globoplay OTT","Sandy e Junior: Nossa História",3227000,202012
"29498","Brazil","State of Amazonas","Manaus","ios","desktop","Rede Globo","Verdades Secretas",2218000,202012
"29870","Brazil","State of Bahia","(not set)","ios","desktop","Rede Globo","Globoplay Ao Vivo",1573000,202012
"30162","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Globoplay OTT","O Clube das Divorciadas",2089000,202012
"30210","Brazil","State of Minas Gerais","Manhuacu","ios","desktop","Globoplay OTT","Modern Family",4786001,202012
"30304","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","The Voice Brasil",1436000,202012
"30331","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Rede Globo","Altas Horas",3511000,202012
"30343","Brazil","Federal District","Brasilia","ios","desktop","Globoplay OTT","Chicago Fire",2085000,202012
"30480","Brazil","State of Rondonia","Porto Velho","ios","desktop","Globoplay OTT","The Big Bang Theory",2088002,202012
"30488","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","GNT OTT","Cozinha Prática com Rita Lobo",2215000,202012
"30496","Brazil","State of Santa Catarina","Florianopolis","ios","desktop","GloboNews OTT","GloboNews Ao Vivo",4783000,202012
"30497","Brazil","State of Santa Catarina","Florianopolis","ios","desktop","Globoplay OTT","Dexter",3166000,202012
"30524","Brazil","State of Espirito Santo","Vila Velha","ios","desktop","Rede Globo","The Voice Brasil",804000,202012
"30593","Brazil","State of Rio de Janeiro","Duque de Caxias","ios","desktop","Globoplay OTT","Manifest - O Mistério do Voo 828",3294000,202012
"30594","Brazil","State of Rio de Janeiro","Duque de Caxias","ios","desktop","Globoplay OTT","Manifest - O Mistério do Voo 828",615000,202012
"30673","Brazil","State of Sao Paulo","Itapetininga","ios","desktop","Rede Globo","Globoplay Ao Vivo",1573000,202012
"30784","Brazil","State of Minas Gerais","Juiz de Fora","ios","desktop","Globoplay OTT","Hospital New Amsterdam",1220000,202012
"30960","Brazil","State of Sao Paulo","Santo Andre","ios","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"31768","Brazil","Federal District","Brasilia","ios","desktop","Rede Globo","Da Cor do Pecado",928000,202012
"31800","Brazil","State of Santa Catarina","Blumenau","ios","desktop","Rede Globo","A Força do Querer",5082000,202012
"31848","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Globoplay OTT","Fronteiras",2217000,202012
"31888","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Globoplay OTT","Hospital New Amsterdam",4782001,202012
"31889","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Globoplay OTT","The Vampire Diaries",3166000,202012
"31900","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Globoplay OTT","Prison Break: Em Busca da Verdade",3294000,202012
"32051","Brazil","State of Para","(not set)","ios","desktop","Rede Globo","Encontro com Fátima Bernardes",3538000,202012
"32415","Brazil","State of Sao Paulo","Sao Vicente","ios","desktop","Multishow OTT","Multishow Ao Vivo",4783000,202012
"32708","Brazil","State of Santa Catarina","Florianopolis","ios","desktop","GNT OTT","Vitória: A Vida de uma Rainha",2217000,202012
"32814","Brazil","State of Sao Paulo","Santana de Parnaiba","ios","desktop","Rede Globo","Globoplay Ao Vivo",176000,202012
"32842","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Rede Globo","Globoplay Ao Vivo",256000,202012
"32938","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Globoplay OTT","Hospital New Amsterdam",2088000,202012
"33002","Brazil","State of Sao Paulo","Tupa","ios","desktop","Rede Globo","Globoplay Ao Vivo",410000,202012
"33012","Brazil","State of Rondonia","Porto Velho","ios","desktop","Globoplay OTT","The Big Bang Theory",757001,202012
"33023","Brazil","State of Santa Catarina","Florianopolis","ios","desktop","SporTV OTT","SporTV Ao Vivo",346000,202012
"33038","Brazil","State of Goias","Goiania","ios","desktop","Rede Globo","Globoplay Ao Vivo",256000,202012
"33109","Brazil","State of Rio de Janeiro","Duque de Caxias","ios","desktop","Globoplay OTT","Manifest - O Mistério do Voo 828",4913000,202012
"33293","Brazil","State of Amazonas","Manaus","ios","desktop","Rede Globo","Verdades Secretas",2220000,202012
"33317","Brazil","State of Para","(not set)","ios","desktop","Rede Globo","Tamanho Família",3498000,202012
"33381","Brazil","State of Minas Gerais","Belo Horizonte","ios","desktop","Globoplay OTT","Sessão de Terapia",3908000,202012
"33452","Brazil","State of Mato Grosso","Cuiaba","ios","desktop","GloboNews OTT","GloboNews Ao Vivo",1417000,202012
"33457","Brazil","State of Sao Paulo","(not set)","ios","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"33879","Brazil","State of Rio de Janeiro","Niteroi","ios","desktop","Globoplay OTT","Por um Respiro",5072000,202012
"34042","Brazil","State of Pernambuco","Recife","ios","desktop","Rede Globo","Cinema",3165000,202012
"34064","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Globoplay OTT","One Tree Hill: Lances da Vida",4914000,202012
"34326","Brazil","State of Rio de Janeiro","Petropolis","ios","desktop","Globoplay OTT","Prison Break: Em Busca da Verdade",4914001,202012
"34506","Brazil","State of Sao Paulo","Pompeia","ios","desktop","Globoplay OTT","Hospital New Amsterdam",3165000,202012
"34576","Brazil","State of Minas Gerais","Juiz de Fora","ios","desktop","Rede Globo","Cinema",3165000,202012
"34917","Brazil","State of Sao Paulo","Sao Vicente","ios","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"35002","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","Haja Coração - Edição Especial",5159000,202012
"35056","Brazil","State of Sao Paulo","Barueri","ios","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"35104","Brazil","State of Rio de Janeiro","Sao Goncalo","ios","desktop","Rede Globo","O Cravo e a Rosa",926000,202012
"35112","Brazil","State of Sao Paulo","Indaiatuba","ios","desktop","GNT OTT","GNT Ao Vivo",886000,202012
"35325","Brazil","State of Ceara","Maracanau","ios","desktop","Universal OTT","Coroner",3494000,202012
"35356","Brazil","State of Minas Gerais","Contagem","ios","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"35437","Brazil","State of Acre","Rio Branco","ios","desktop","Globoplay OTT","The Big Bang Theory",4781002,202012
"35543","Brazil","State of Rio de Janeiro","Niteroi","ios","desktop","Rede Globo","A Força do Querer - Edição Especial",2260000,202012
"35550","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Rede Globo","Laços de Família – Vale a Pena Ver de Novo",2355000,202012
"35594","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Globoplay OTT","The Good Doctor - O Bom Doutor",756000,202012
"35600","Brazil","State of Rio de Janeiro","Duque de Caxias","ios","desktop","Globoplay OTT","Manifest - O Mistério do Voo 828",2216001,202012
"35655","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Multishow OTT","Multishow Ao Vivo",4783000,202012
"35662","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Globoplay OTT","Prison Break: Em Busca da Verdade",2215000,202012
"35696","Brazil","State of Sao Paulo","Avare","ios","desktop","Rede Globo","Cinema",3165000,202012
"35809","Brazil","State of Goias","Goiania","ios","desktop","GNT OTT","GNT Ao Vivo",4783000,202012
"35814","Brazil","State of Para","(not set)","ios","desktop","Rede Globo","Encontro com Fátima Bernardes",1439000,202012
"36017","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Globoplay OTT","Um Milhão de Coisas - A Million Little Things",4787001,202012
"36084","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","A Força do Querer",2215000,202012
"36543","Brazil","State of Ceara","Maracanau","ios","desktop","Universal OTT","Coroner",5075000,202012
"36615","Brazil","State of Parana","Curitiba","ios","desktop","Rede Globo","As Five",5004000,202012
"36662","Brazil","State of Sao Paulo","Santo Andre","ios","desktop","Rede Globo","As Five",787000,202012
"36663","Brazil","State of Sao Paulo","Santo Andre","ios","desktop","Rede Globo","As Five",2167000,202012
"36669","Brazil","State of Acre","Rio Branco","ios","desktop","Globoplay OTT","The Big Bang Theory",2088002,202012
"36743","Brazil","State of Santa Catarina","Florianopolis","ios","desktop","GloboNews OTT","GloboNews Ao Vivo",346000,202012
"36745","Brazil","State of Ceara","Fortaleza","ios","desktop","Rede Globo","Laços de Família",745000,202012
"36746","Brazil","State of Ceara","Fortaleza","ios","desktop","Rede Globo","Laços de Família",744000,202012
"36798","Brazil","State of Rio de Janeiro","Petropolis","ios","desktop","Globoplay OTT","Prison Break: Em Busca da Verdade",1349000,202012
"36799","Brazil","State of Sao Paulo","Mogi das Cruzes","ios","desktop","Rede Globo","A Força do Querer",5082000,202012
"36803","Brazil","State of Minas Gerais","Timoteo","ios","desktop","Globoplay OTT","Filho Pródigo",2217000,202012
"36850","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","Vale Tudo",2215000,202012
"36893","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Rede Globo","Cinema",3293000,202012
"36929","Brazil","State of Sao Paulo","Santos","ios","desktop","Rede Globo","Laços de Família – Vale a Pena Ver de Novo",3459000,202012
"37056","Brazil","State of Minas Gerais","Juiz de Fora","ios","desktop","Rede Globo","Cinema",756000,202012
"37227","Brazil","State of Rio de Janeiro","Sao Goncalo","ios","desktop","Globoplay OTT","Hospital New Amsterdam",3165000,202012
"37749","Brazil","State of Rio Grande do Norte","(not set)","ios","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"37874","Brazil","Federal District","Brasilia","ios","desktop","Globoplay OTT","Chicago Fire",756000,202012
"37908","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","Tapas e Beijos",506000,202012
"38028","Brazil","State of Rondonia","Porto Velho","ios","desktop","Globoplay OTT","The Big Bang Theory",4783001,202012
"38087","Brazil","State of Santa Catarina","Blumenau","ios","desktop","Rede Globo","Flor do Caribe - Edição Especial",5192000,202012
"38091","Brazil","State of Sao Paulo","Mogi das Cruzes","ios","desktop","Rede Globo","A Força do Querer",5075000,202012
"38301","Brazil","State of Amazonas","Manaus","ios","desktop","Rede Globo","Verdades Secretas",2221000,202012
"38408","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Rede Globo","Domingão do Faustão",1437000,202012
"38570","Brazil","State of Ceara","Caucaia","ios","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"38941","Brazil","State of Minas Gerais","Juiz de Fora","ios","desktop","Globoplay OTT","Hospital New Amsterdam",1221000,202012
"39109","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Rede Globo","Globoplay Ao Vivo",1417000,202012
"39111","Brazil","State of Rio de Janeiro","Marica","ios","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"39266","Brazil","State of Goias","(not set)","ios","desktop","Rede Globo","Globoplay Ao Vivo",176000,202012
"39281","Brazil","State of Rondonia","Porto Velho","ios","desktop","Globoplay OTT","The Big Bang Theory",487002,202012
"39288","Brazil","State of Santa Catarina","Florianopolis","ios","desktop","SporTV OTT","SporTV Ao Vivo",3189000,202012
"39304","Brazil","State of Goias","Goiania","ios","desktop","Rede Globo","Globoplay Ao Vivo",1049000,202012
"39312","Brazil","State of Espirito Santo","Vila Velha","ios","desktop","Rede Globo","The Voice Brasil",2218000,202012
"39351","Brazil","State of Rio de Janeiro","Petropolis","ios","desktop","Globoplay OTT","Prison Break: Em Busca da Verdade",2218001,202012
"39352","Brazil","State of Sao Paulo","Mogi das Cruzes","ios","desktop","Rede Globo","A Força do Querer",5254000,202012
"39450","Brazil","State of Rio de Janeiro","Rio de Janeiro","ios","desktop","Globoplay OTT","Hospital New Amsterdam",3164001,202012
"39455","Brazil","State of Sao Paulo","Sao Paulo","ios","desktop","Rede Globo","Desalma",4949000,202012
